Gene,GH23,GH46,GH1284,GH1298,GH1332,GH1352,GH1520,GH1547,GH1603,GH1660,GH1834
ZBTB14,2.888046,3.48912,2.195646,2.825402,2.465528,4.213006,3.29157,2.997252,2.499655,2.457649,1.248235
KRTAP9-9,0,0,0,0,0,0,0,0,0,0,0
CD2AP,3.812551,7.677632,4.689433,7.86152,9.302069,6.304358,4.003223,9.298312,5.91745,5.431474,4.431993
NUP62CL,2.057315,1.667978,2.487715,2.367242,0.719066,3.147016,0.455711,5.110327,1.583218,2.916132,3.393504
SFI1,2.368667,4.70534,2.607848,3.825486,2.097409,2.74379,3.583076,2.990936,2.107261,1.683937,2.397588
KRTAP4-6,0,0,0,0,0,0,0,0,0,0,0
TMPRSS11F,0.034373,0.056556,0,0.050428,0.016945,0.004287,0.011865,0,0.028261,0.035061,0
ZNF649,1.934232,4.666612,1.944809,3.537248,3.916139,2.567168,2.78789,4.389256,2.705554,2.145836,1.90121
ADH4,0.019243,0.056119,0.033479,0.019018,0.023698,0.0018,0.01527,0.009546,0.041952,0.016369,0.040485
OR2T6,0,0.006508,0,0,0,0,0.001401,0,0,0,0
ZNF248,5.731922,4.8004,7.92682,7.510272,3.062303,4.909313,6.248397,4.521135,4.984419,5.222709,3.28448
CHSY3,0.092829,0.069471,0.176084,0.032052,0.070926,0.050642,0.227542,0.029589,0.009276,0.271587,0.018839
TOR4A,0.156649,0.292967,0.135486,0.11837,0.185088,0.241316,0.442636,0.32094,0.099131,0.121704,0.165789
LPAR1,0.624983,0.777055,0.142198,0.041663,0.102837,0.018999,1.086545,0.051809,0.41898,0.335477,0.025073
MB,4.397388,0.919976,2.321549,0.512483,0.510186,2.690979,1.131776,0.950272,0.270287,0.694911,0.440228
OR2L3,0,0.04906,0.056733,0.025684,0.029892,0.026287,0.025607,0.050407,0.006772,0.021386,0.221449
DEFB107B,0,0,0,0,0,0,0,0,0,0,1e-06
HIBCH,4.575589,6.759571,1.506841,5.762341,2.133658,4.029169,3.624986,4.303403,4.157035,3.547276,4.570519
ZNF544,5.154253,5.405963,5.947721,8.362871,5.688592,6.626526,5.104115,8.112566,3.837707,5.577443,4.527769
TMEM229B,1.219295,1.829387,0.38408,0.463324,1.791054,1.027055,1.395265,1.044831,1.509289,0.461109,0.892989
SOWAHC,0.180999,1.394838,1.188791,1.910525,0.707164,1.523648,1.295516,1.256825,0.531154,1.459883,1.174157
ZNF770,8.814803,9.750771,8.408154,11.380637,8.721437,15.420491,7.818892,7.266635,6.191403,11.644252,3.341394
NPIPB6,0.066953,0.189059,0.102954,0.112487,0.198698,0.266346,0.114579,0.137978,0.239197,0.070099,0.593041
HMGN5,2.866669,7.535415,4.459572,7.124629,0.346971,4.812078,2.008219,2.375432,3.190195,4.394367,2.661512
MIER1,7.045419,6.055542,8.220081,5.355094,1.924124,8.024526,6.256811,4.11321,2.851161,7.559093,2.514399
MAN1A2,8.748647,11.53083,7.864966,10.658754,3.896138,9.80136,6.427351,7.636675,5.400101,8.471014,3.672183
SVIP,9.538663,12.597843,8.207922,14.593317,3.723512,9.761264,3.367284,12.413279,5.490924,16.771448,8.426878
ZNF251,1.230323,1.229799,1.204294,1.266407,0.672957,1.679768,1.547336,0.945175,0.905161,1.279577,1.396808
DDRGK1,8.78194,10.296872,5.416041,12.384681,15.749406,13.770205,19.708925,15.504756,6.414618,21.508455,9.822309
FAM47C,0.006523,0.041474,0.004924,0.160781,0,0.004872,0.023853,0.096523,0.015216,0.04903,0.484721
TFDP1,8.2298,9.750299,5.247397,7.528769,2.507445,9.696848,7.167999,6.201742,3.916593,9.011261,4.285422
CLEC4C,0.022168,0.007497,0.009959,0.026797,0,0,0.015736,0,0.055837,0,0
ZNF607,1.831844,2.354789,2.014601,2.173402,1.743374,2.822063,2.01541,2.9853,1.740692,2.044237,1.90121
BPIFA1,0.111963,5.534759,0.85524,4.913903,0.074042,0.207211,2.924734,0,7.127064,0.13361,0.21281
ZNF334,3.214185,2.921006,2.726368,1.825236,3.60309,1.698504,2.928488,2.018229,2.796228,3.087631,2.75607
HSD17B11,22.572617,8.590072,9.66967,13.088394,7.490061,18.148939,7.713846,9.987082,2.33573,33.173111,8.992265
SZT2,1.733152,5.458115,3.788253,3.038503,2.8814,2.493394,2.675597,1.745892,2.107683,2.637664,2.031555
SULT1C2,0.020836,0.491944,0.011248,0.025384,0.015811,0.014585,0.072142,0.013738,0.012666,0.002215,0.043469
ZXDA,2.266926,1.963149,2.194835,2.140655,2.707821,2.912141,1.127677,3.68292,1.906528,1.577368,2.408355
RPS6KL1,1.424996,2.004831,1.521546,2.469514,5.109262,2.348017,2.329087,1.247733,2.177291,2.460325,1.222018
AC092143.1,5.979774,6.27644,5.310054,7.053113,3.438631,10.436913,8.005078,4.795092,2.139367,5.183226,2.543315
CACNA1E,0.013786,0.209439,0.00441,0.073328,0.00432,0.001205,0.006137,1.346246,0.064443,0.004259,0.821395
QRICH1,12.298588,7.764266,7.124736,19.42605,7.548202,16.363098,13.395084,11.439135,7.968384,13.221231,6.004334
CSF2RA,0.113163,0.198547,0.06877,0.074323,0.080376,0.123627,0.570026,0.117282,0.148192,0.052125,0.155954
FKBP1C,0.054541,0.028168,0.006508,0.0187,0.014025,0.036084,0.107711,0.08678,0.062245,0.066871,0.023224
DDX42,15.904808,18.567686,12.028688,24.86385,11.456567,23.732819,15.113344,19.332678,10.085996,20.834921,13.743869
RPL23A,155.164917,100.582634,102.9217,186.831741,35.378139,214.62146,78.281433,131.921509,58.866348,204.875305,49.104042
SLC29A3,0.683152,0.179605,0.185537,0.366909,0.228487,1.040363,0.471138,0.692574,0.301294,0.861687,0.960027
STYX,2.472591,2.574532,1.745325,2.391569,2.640371,2.661655,1.80142,3.227547,1.585226,2.214217,1.439817
UBL5,160.347992,64.246109,159.885696,122.924553,63.431973,148.616501,120.850853,105.97683,32.653435,178.479752,26.219753
HELZ,8.124437,7.571068,6.587024,6.161528,6.303759,8.07118,6.203314,7.768017,6.11008,7.13529,5.947531
TMEM116,4.165533,3.088783,2.798028,2.384485,1.651705,3.150627,3.336369,3.608407,3.313717,2.224154,3.796302
KRTAP4-5,0,0,0,0,0,0,0,0,0,0,0
UCKL1,5.751518,8.439348,5.324793,7.374281,6.935459,8.716256,7.519767,6.967814,3.475529,7.36261,4.281357
OR5B21,0,0,0,0,0.022088,0,0.008117,0.019924,0.003799,0,0.084637
CARD11,0.602078,0.116253,0.176109,0.123547,0.163166,0.118638,0.371603,0.470782,0.148885,0.057466,4.222215
ZNF485,0.548064,0.292166,0.330842,0.770198,0.202597,0.414863,0.308952,0.568417,0.608892,0.5345,0.510294
PEG3,78.091438,79.413414,78.28672,135.668762,41.592384,192.698486,48.737785,162.389206,35.233746,136.88681,56.493435
SDAD1,7.488726,7.253367,6.572391,10.244107,5.649273,12.55125,11.661284,12.794272,6.172079,9.657091,5.640757
ZKSCAN8,5.430604,5.352969,4.104705,6.820777,6.18663,7.797693,4.991941,7.135307,3.749478,5.732135,4.360292
PHETA1,0.56902,0.657117,0.526433,0.880496,0.462965,1.233634,0.87244,1.525801,0.314362,0.545812,1.210683
TMEM239,0,0,0,0,0,0,0,0.00507,0,0,0.004622
HYLS1,1.638924,1.131849,0.896438,1.644139,0.953604,1.898807,1.045097,2.708934,1.317531,1.120183,1.272503
MYL4,0.124074,0.040194,0.03082,0.010142,0.009116,0.03187,0.034489,0.019555,0.22287,0.019008,0.012873
ZNF442,0.613507,0.474986,0.807328,0.859856,0.24852,1.108762,1.846763,1.2164,0.837128,0.910725,0.655406
ZNF813,1.097623,0.479054,0.709157,1.124533,0.219435,1.064586,0.73253,1.401987,0.491512,1.080026,1.507088
HOXC4,0.001326,0.00118,0,0,0.000752,0.001223,0.002115,0.00067,0,0.001184,0.001297
DCAF12L2,0.974628,0.668391,1.325457,0.488821,0.478595,1.740711,0.273475,1.347108,0.087976,1.270374,0.976149
PIM3,7.788072,11.542006,5.831824,10.616753,4.516096,15.363587,4.94795,6.959189,4.317842,7.746686,3.479163
GET3,13.813135,11.599047,10.776973,20.804296,8.756994,17.407028,14.088508,17.176252,6.957371,15.032434,7.017851
ASPH,21.768381,20.643785,16.355816,11.573663,13.845499,13.988702,14.056996,8.594805,9.321406,23.475458,9.904299
SPRED2,4.928523,3.916142,3.158493,5.486035,3.581827,3.220758,3.83893,4.101127,2.415845,3.095204,2.107592
WWP2,4.106419,4.249898,2.972627,3.458336,2.225527,4.162895,4.269855,2.617779,3.158293,3.134238,2.334373
GFPT1,24.30776,21.878971,19.279083,30.628103,16.873188,37.948956,19.74357,31.438311,15.681268,36.927803,16.885147
UVRAG,4.058886,3.061864,2.358857,4.344694,1.443664,3.47115,2.954116,4.029764,2.045979,3.578668,3.278048
KRTAP13-1,0,0,0,0,0,0,0,0,0,0,0
ZNF26,0.58788,1.009298,0.746999,0.780971,0.833449,0.664102,0.740281,0.79612,0.737822,0.660511,1.345951
TMEM207,0,0,0,0,0,0,0,0,0,0,0
ITSN2,3.130997,4.005604,2.731249,4.307357,3.397278,4.182264,2.679533,2.279559,2.36111,4.354635,3.940073
NTRK1,0.002174,0.061581,0.01201,0.008665,0.002165,0.004299,0.065467,0.001541,0.003043,0.000137,0
OGA,7.591635,14.7663,6.776577,10.672004,12.179475,6.469776,11.806396,6.468495,12.659198,5.12221,12.101273
MT1F,0.493645,6.000568,2.058637,5.132209,0.274541,1.366217,0.764157,7.931354,4.189301,1.073947,8.708038
TCAF1,3.160627,6.458576,3.259471,5.349771,3.992264,6.365001,6.941248,9.626778,2.890713,4.12304,4.122782
ZNF69,0.789642,0.543985,0.4971,0.600835,0.148319,1.31398,1.246626,1.714212,0.223094,0.773941,1.653528
TXNRD1,12.97521,13.419005,11.103858,20.779116,6.889722,27.837994,11.693483,19.230343,9.653638,24.201559,11.556705
NRARP,1.106725,2.886109,0.593858,0.540301,0.597535,0.847324,1.428925,0.434964,0.276213,0.464278,0.404203
ZNF583,1.879375,2.326499,2.030522,2.688617,3.064795,2.912728,2.49591,2.538094,1.798259,2.703049,1.634229
KRTAP4-1,0,0,0,0,0,0,0,0,0,0,0
CCT8L2,0,0,0,0,0,0,0,0,0,0,0
OR14L1P,0,0,0,0,0,0.006953,0,0,0,0,0
ZNF568,3.214545,3.55699,2.799734,5.054735,4.146786,3.671108,3.593392,5.034367,2.637335,4.015388,3.47616
ZXDB,1.641464,2.37567,2.114136,3.61352,2.329576,3.656733,1.817463,3.619077,1.659152,2.793155,2.109447
CYP21A2,0.01063,0.020383,0.018625,0.01663,0.012213,0.014084,0.069863,0.004207,0.004038,0.004581,0.004844
ZNF480,1.555698,1.560874,1.503537,1.540729,1.133682,2.182185,1.374148,2.456699,1.116868,1.37202,2.483592
ZNF587,5.21296,5.720537,7.98612,7.519927,11.931382,7.512632,13.547475,6.80205,9.172518,11.667907,10.33868
TPM2,2.282364,6.252507,1.33891,1.18667,2.002576,1.740796,11.508719,3.17906,0.896955,3.225421,2.345867
RTP2,0,0,0,0,0.005641,0,0,0,0,0,0
SH3BGRL2,9.001857,13.354473,14.31848,16.673487,10.285211,19.850952,9.852383,19.580492,9.752374,9.886407,11.213928
ZNF808,3.179829,5.699809,3.073652,5.199898,2.866765,6.354157,4.165264,7.418346,4.291909,4.236295,5.016368
ANKRD35,0.054245,0.218238,0.037149,0.055977,0.041467,0.010012,0.292836,0.079234,0.034955,0.057719,0.049354
B3GNT6,0,0,0,0.011966,0,0,0.018518,0,0,0,0
YTHDF2,8.684783,10.572748,6.546532,9.777551,4.982005,12.906814,8.774131,7.351889,4.97168,11.020494,4.420389
TMA16,4.415195,2.3275,3.82958,5.046013,3.286072,4.284588,4.945858,3.969566,1.792399,4.314443,2.101609
HLA-DRB5,9.304274,9.902212,0.383296,0.187153,0.08257,0,0.77033,0.072447,0.261602,0.212352,0.260387
ATL1,1.411427,0.749781,1.52755,1.437203,0.651774,1.649199,0.232201,1.392819,1.033505,1.027202,0.449298
CNGA1,0.003894,0.484384,0.043941,0.24506,0.852838,0.03394,0.256539,0.583361,0.137909,0.018431,0.187178
MAFK,1.65313,3.132742,1.859535,5.570735,1.421807,4.976867,4.618441,8.882339,1.949821,2.474689,4.237206
ARMH1,0.490662,0.969294,1.316786,0.221239,0.008326,0.988553,0.050643,0.031189,1.044828,0.087231,0.082132
ZNF43,2.072521,1.927712,1.743598,1.933569,1.303919,2.42206,2.633405,3.171872,1.845168,1.544742,3.354269
GPN1,6.807281,5.567949,5.356508,5.709268,2.53628,4.899095,4.444056,4.762856,2.021506,6.697481,2.583238
PLN,0.17989,0.53911,0.163356,0.494225,2.288355,0.123418,0.565049,0.257367,1.145863,0.215598,1.311141
C2CD4A,22.720083,5.302394,11.652702,2.022318,4.064327,33.016632,2.995802,10.179283,1.323533,10.829294,3.233922
ZNF28,0.905776,1.327084,0.583297,0.972496,0.659113,1.335922,1.084253,1.691116,0.454886,1.261805,1.187765
ITGBL1,0.017388,0.24753,0.008669,0.169524,0.042318,0.190672,0.304823,0.074001,0.12799,0.081714,0.392247
ZNF511,1.447984,2.117876,1.636761,1.803021,1.226313,2.196107,1.743345,1.742809,0.98784,2.051011,1.356323
C20orf203,0.018882,0.041666,0.008757,0.00716,0.023109,0.006908,0.063636,0.032861,0.050256,0.017666,0.160343
ZNF627,7.403288,5.184101,7.449521,6.545748,3.556121,5.465491,7.599606,5.452768,2.601796,7.04608,2.946944
KCNRG,1.898177,2.065481,1.976,1.760723,2.620009,2.127973,2.603791,1.994153,2.482465,1.340756,3.760705
WDHD1,0.548971,0.400461,0.261994,0.68847,0.370851,0.422998,0.347426,0.69951,0.374782,0.431868,0.281136
ZNF789,0.524581,0.903118,0.690074,2.33601,0.77366,0.60243,0.768134,1.025999,0.835705,0.652615,1.609785
CTNND1,12.83478,20.790396,5.469079,23.04677,9.758017,15.942953,14.788886,28.734135,11.704335,12.018886,13.70542
DDX39B,3.400053,4.094572,1.009561,3.064839,2.30444,5.409436,4.5771,2.835482,1.463906,3.68854,0.973457
SLC34A3,0.038009,0.709917,0.268791,0.143677,0.031135,0.057063,0.987671,0.142946,0.106748,0.058683,0.373444
RD3,0,0.687949,0,0.087258,0.008335,0.023033,0.006387,0.003297,0.013425,0.028064,0
SPANXC,1.9e-05,0,0.009955,0,0.096214,0,0,0,0,0,0.200711
SH2D1B,0.242077,0.032778,0.045715,0,0.175359,0.054004,0.055354,0.181856,0.024616,0.016233,0.033372
ARC,1.674972,10.173191,2.979755,0.119498,1.100795,5.396519,1.721524,0.134922,0.115605,2.044255,0.089806
NUDT16,2.781066,2.59649,2.274125,3.721599,2.429537,4.491521,4.854768,5.632295,2.193755,3.875709,2.171839
TLK1,6.164059,8.781011,7.75887,10.210343,6.472704,10.543135,5.986068,8.541569,4.874018,9.014521,7.362051
LRBA,6.311607,13.108642,6.995417,16.763826,11.94061,8.442718,9.926165,9.974355,9.275799,8.38273,9.596608
ZNF536,0.23768,0.462113,0.206218,0.162699,0.306485,0.556889,0.489646,0.56785,0.389133,0.191742,0.463628
MMP17,1.965315,0.072186,2.67132,0.154828,0.005829,3.509684,1.661363,0.069656,0.045804,1.175279,0.395924
OR2M2,0,0.015807,0,0,0,0,0,0,0,0,0.014
BAZ1A,0.345854,0.537816,0.917143,0.284071,0.365526,0.306607,0.236107,0.2965,0.219232,0.706563,0.347647
AKR1C4,0,0,0,0,0,0,0.020772,0,0,0,0
COPS8,11.69749,8.178949,9.845419,10.611617,4.749813,15.402414,8.93143,8.488324,4.83876,14.089705,3.960182
CCDC69,0.417452,6.193015,0.356631,0.464371,0.148156,0.559401,1.313047,7.91748,0.345322,0.754931,4.443337
MDM4,5.552198,5.252004,5.072954,3.761392,9.301973,4.985136,5.753615,4.864395,7.955747,5.399027,5.508795
RYR2,4.367898,2.855372,1.892736,2.181899,11.291879,1.967352,1.382793,0.119044,1.794386,1.63049,0.010415
ZNF534,0.000162,0.190287,0.023377,0.074774,0.056031,0.008434,0.057705,0.042113,0.118288,0.152252,0.375852
KLHL9,8.230671,6.33283,7.453179,5.914624,3.692473,8.852085,9.03452,11.21907,3.348723,9.60942,3.480785
FAM3D,0.012607,0.065306,0,0.032928,0.040193,0.007614,0.226572,0.049596,0.04706,0,0.035895
NCOA6,3.619291,3.251619,3.301555,4.633638,5.08204,4.945105,5.584199,6.860619,3.556813,6.921966,5.148242
STK39,24.424984,13.435175,17.602259,14.135621,10.381384,25.702654,11.042004,7.599998,4.927325,25.431248,4.221002
TAT,0.056596,0.043627,0.084579,0.085425,0.03369,0.090283,0.03681,0.071584,0.039616,0.096128,0.002108
C6orf89,12.860662,13.188295,10.206912,15.118435,10.737443,20.287525,12.343311,19.894455,9.026372,16.685892,6.977087
CALM1,57.10693,92.12973,56.340584,94.635139,86.996498,95.913315,77.623596,95.979172,55.130798,69.204659,28.088812
LPA,0.002502,0.016243,0.003822,0.002206,1.406075,0.001586,0.002616,0.003403,0.002806,0.003642,0.293032
TAFA2,6.574821,0.928715,4.048611,1.439398,3.091948,0.654831,0.747497,7.28072,3.314846,9.893202,0.482389
OR10G6,0,0,0,0,0,0,0,0,0,0,0
TTC37,16.645334,17.586153,15.529261,21.877548,16.445244,25.729235,14.289643,24.258968,14.711343,23.026108,11.741507
OR5BS1P,0,0,0,0,0,0,0,0,0,0,0
TUSC1,4.676112,2.004514,3.722977,3.207488,1.526537,5.652623,3.317965,5.025251,0.606052,4.475771,1.916945
MAGEA1,0,0,0,0.40829,0.028844,0.020183,0,0.014916,0,0,0
PAPSS2,0.435645,2.149948,0.038848,0.606659,1.191198,0.641987,1.428956,1.21724,0.078212,0.804157,3.490633
SLC9A6,5.126907,4.834757,3.990336,4.171771,2.891154,7.149381,3.905107,7.163619,2.695694,8.342037,3.131477
FAN1,1.425041,1.486688,1.766434,2.914239,2.767326,2.301403,1.826175,2.757437,1.840994,1.930233,1.590491
ABCA4,0.004677,0.041777,0,0.001295,0.005632,0,0.048328,0.006775,0.001488,0.050351,0.005498
EIF1AY,0.024716,0.014208,10.931599,16.23159,3.337325,0,7.782201,0,0.011956,0.006894,0
MT-ND6,781.138184,1076.1427,621.665039,631.288391,544.368347,834.71698,1148.960205,670.439026,475.915192,465.307709,633.635254
IPO9,3.458585,3.909308,3.088509,4.697422,3.557284,5.808511,3.946171,4.30017,2.977412,4.559226,2.208766
GPX6,0,0.083594,0,0,0.000568,0,0,0,0,0,0.0048
CEP290,4.05092,4.159079,4.798644,4.943407,2.944624,5.906973,4.927341,3.200597,4.942115,7.005539,6.042717
MT-CO2,1647.160645,1952.688354,1224.884155,1251.994507,541.488281,1674.874268,2729.975342,1910.014282,2188.356689,1442.75293,1045.164551
GLMP,8.004809,3.937382,3.913873,6.788371,5.712954,5.111011,5.205634,8.511305,1.005925,7.246496,3.409585
TOGARAM1,5.178785,5.410949,5.459381,5.121409,6.391626,6.390749,4.856463,6.849583,5.262807,6.299815,4.367611
DLL1,0.103888,0.380176,0.057826,0.104913,0.093361,0.09414,0.312127,0.976324,0.067812,0.05858,1.069622
ANKRD13B,1.011332,1.186637,0.951287,1.141935,0.213832,0.614814,0.888823,1.293578,0.756086,0.815166,1.280027
ECI2,4.536096,4.982156,15.396787,19.882065,5.125259,29.074034,2.945479,21.364107,8.491621,19.658459,10.28961
UNC13B,6.162029,3.490887,2.655181,4.630255,3.489185,4.030693,3.550403,5.822005,3.712417,4.302862,2.292182
TEX45,0.261144,0.374451,0.557947,0.369073,0.409743,0.226545,0.401984,0.549884,0.350673,0.243757,0.741923
MT-CYB,1263.279419,1799.887207,970.370422,954.159424,389.889343,1327.088623,2388.7771,1617.409424,1358.428467,1047.194458,1019.936035
LDB1,12.870611,11.532384,11.32446,16.148676,7.390962,22.753273,14.958028,11.703358,7.197885,14.702517,12.252336
PPP1R14C,0.021131,1.352303,1.569259,1.176954,0,0.301234,0.233138,1.487954,0,6.626903,1.234598
CTR9,10.003949,11.673962,6.965113,11.423842,3.725784,14.561278,7.38644,15.334553,6.162225,10.941108,8.446893
SMOC1,0.007352,1.028631,0.045302,0.029063,0.083979,0.019829,0.538424,3.150274,0.013949,0.237185,0.17847
F5,0.147018,2.960004,0.292572,0.15464,0.939646,0.165631,4.487077,0.104246,0.220837,0.189669,0.146578
MSRB1,3.035759,1.976652,3.08005,2.583194,1.848663,5.615187,2.536437,3.497019,1.684734,4.583612,1.901932
LRRTM3,0.721576,1.621043,3.085776,3.831945,10.749943,0.0981,0.497902,0.733182,1.732654,14.828906,0.854166
ZNF652,3.39839,4.058869,2.78934,3.918589,3.786003,4.930852,3.157995,5.606277,3.31845,3.996096,3.680204
SMURF1,0.560342,1.446047,0.447094,1.231926,1.016945,1.059518,1.002304,1.632159,1.007982,0.544331,1.27111
SLC5A3,2.848293,5.015741,2.536518,2.095216,1.032025,4.440288,3.336268,3.501831,1.791894,4.092039,2.221527
GPATCH3,1.959478,2.151562,1.297412,3.089132,0.716969,2.696368,1.95473,1.797339,1.29826,2.264821,1.284327
CDC42BPB,8.487936,14.022939,6.607067,9.193082,20.706032,12.103346,9.428865,12.525354,8.25547,10.491708,5.727129
PLXNB3,0.287114,0.406231,0.566505,0.07157,0.101225,0.656975,0.707661,0.548976,0.592977,0.140014,0.297679
OXCT2,0.115661,0.248019,0.067951,0.015038,0.411153,0.139937,0.248834,0,0.009461,0.057315,0.180323
RPL10A,245.320923,133.382187,226.459412,278.474243,59.119122,238.973816,116.831978,100.758652,74.65049,366.130829,90.311546
COLGALT2,0.110426,0.918536,0.212875,1.461639,1.527855,0.38906,1.048237,0.140201,0.362643,0.228882,0.45177
EPS8L3,0,0.005044,0.002406,0,0,0.012097,0.047517,0.034592,0.017652,0.023098,0.008241
EGFL6,0.006407,0.234231,0.00196,0,0.095599,0.038652,0.024979,0.001209,0,0.008775,0.002338
MT-ND2,893.769897,1308.561035,821.491821,838.84314,395.350922,1082.945068,3228.820312,1264.393066,1123.79187,1198.264771,1244.075073
SYCP1,0,0.003341,0,0.007184,0,0,0,0,0,0,0
APCDD1L,0.04608,0.15028,0.018773,0.033226,0.137328,3.225228,0.084894,0.02278,0.067613,0.054999,0.053714
RCSD1,0.766738,1.299558,0.261117,0.357387,0.388526,0.263893,1.352998,0.333843,0.560032,0.333473,0.550057
RASSF9,0.139608,0.582064,0.061213,0.09792,0.060806,0.082938,0.474393,0.095738,0.083162,0.029397,0.220707
FAM169A,7.096131,7.426649,5.359741,8.774138,3.365328,9.767994,3.169318,7.411581,4.557048,8.614573,3.935264
ZNF830,2.108047,2.714556,1.837491,3.085134,1.677826,3.563289,2.209663,3.851242,1.637941,2.969308,1.641054
GRIN3A,0.047576,0.052297,0.03299,0.030043,0.064709,0.017309,0.04964,0.341158,0.056421,0.003008,0.149313
MT-ND5,1003.582886,1326.277588,890.294006,899.219482,558.60968,1076.5979,1604.217407,956.620361,585.057678,897.504639,715.005615
MUC2,0,0,3e-06,0.000291,2e-06,8e-06,1e-06,3e-06,2e-06,2e-06,0
CNOT7,15.154551,16.428291,16.056139,18.849129,7.948281,18.528086,16.535322,23.617537,9.571693,16.711042,11.331355
TMEM184B,3.698459,10.4942,2.806524,7.8138,11.239118,5.964252,3.663013,9.787183,6.396437,4.092633,5.017756
MTOR,6.113182,5.020759,4.23005,6.113159,4.156949,11.311543,4.864274,4.197589,4.441217,9.620519,2.264828
SCAMP5,14.115946,21.502899,11.314878,23.171471,20.100779,24.710072,17.812611,15.59056,5.571829,17.401134,7.32716
ZNF521,0.232301,2.655605,0.021451,0.146403,0.923837,0.039173,0.889036,0.072968,0.026543,0.032974,0.104998
ALPK2,0.017651,0.036724,0,0,0.010106,0.001953,0,0.002063,0.002553,0,0.001608
BRINP2,0.12477,1.517966,0.067233,0.090859,0.239226,0.053862,0.152161,0.692947,0.56131,0.02818,0.053313
MAGEB3,0,0,0,0,0,0,0,0,0,0,0
LRIG2,2.140458,2.362628,2.242743,2.894892,1.683621,3.773453,2.665016,2.769273,2.140087,2.660196,2.084233
MT-CO1,4176.349121,4469.381348,3311.494629,2744.121582,1225.034912,3936.167969,4360.933594,3755.824707,3529.844238,3825.830566,2145.687012
PNP,4.628203,4.609315,1.959955,1.705474,0.820666,3.140156,1.956569,2.537499,0.818595,3.080038,0.750585
PAX9,0.025544,0.614793,0.077309,0.05682,0.122167,0.066358,0.509056,0.05638,0.069898,0.047509,0.066689
LRRC10,0,0,0,0,0,0,0.007149,0,0,0,0
GK,5.084349,3.333676,1.973311,5.357478,2.967523,2.376373,3.078302,3.75006,3.976915,2.584425,2.08141
FOXJ3,7.431736,7.575124,6.877212,8.127858,3.715866,10.8866,6.803426,6.664429,4.606022,9.965277,3.878408
ZNF358,6.61062,7.624094,5.245973,11.015203,10.359231,10.98025,10.276175,9.382291,4.931489,9.057772,17.042065
SFT2D1,6.320399,6.290399,4.501508,2.724842,1.558848,6.000565,5.023169,3.233864,1.62817,5.75307,2.720904
